Name,Url,Location,din_rev,del_rev,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,home_delivery,offers_dining,avg_din_rate,avg_del_rate
Aloo Kachaloo,https://www.zomato.com/jaipur/aloo-kachaloo-malviya-nagar,South Jaipur,18 Dining Reviews,24 Delivery Reviews,,"North Indian, Chinese",200,no,no,yes,yes,,
Altaf Hotel,https://www.zomato.com/jaipur/altaf-hotel-malviya-nagar,Malviya Nagar,16 Dining Reviews,119 Delivery Reviews,Quick Bites ,North Indian,350,no,no,yes,yes,3.3,3.5
AM To PM,https://www.zomato.com/jaipur/am-to-pm-khatipura-road,Khatipura Road,Does not offer Dining,Not enough Delivery Reviews,,"Fast Food, North Indian",200,no,no,yes,no,,
Amaldar Restaurant,https://www.zomato.com/jaipur/amaldar-restaurant-jawahar-nagar,Jawahar Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,350,no,no,no,yes,,
Amaltas Cafe,https://www.zomato.com/jaipur/amaltas-cafe-bani-park,Bani Park,15 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese, Continental",300,no,no,yes,yes,3.6,
Aman Rasoi,https://www.zomato.com/jaipur/aman-rasoi-tonk-road,Sanganer,Not enough Dining Reviews,Not enough Delivery Reviews,Mess ,North Indian,100,no,no,yes,yes,,
Amar Punjabi Dhaba,https://www.zomato.com/jaipur/amar-punjabi-dhaba-pink-city,Pink City,31 Dining Reviews,224 Delivery Reviews,Quick Bites ,North Indian,300,yes,no,yes,yes,3.4,3.7
Amar Punjabi Tadka Dhaba,https://www.zomato.com/jaipur/amar-punjabi-tadka-dhaba-mansarovar,Mansarovar,226 Dining Reviews,"7,411 Delivery Reviews",Dhaba ,North Indian,200,yes,no,yes,yes,4,2.6
Amar Punjabi Tadka Dhaba,https://www.zomato.com/jaipur/amar-punjabi-tadka-dhaba-raja-park,Raja Park,70 Dining Reviews,"1,868 Delivery Reviews",Dhaba ,North Indian,200,no,no,yes,yes,3.2,2.9
Amar Quality Sweets,https://www.zomato.com/jaipur/amar-quality-sweets-bani-park,Bani Park,20 Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,100,yes,no,no,yes,3.4,
Amardeep Sweets,https://www.zomato.com/jaipur/amardeep-sweets-pink-city,Pink City,Does not offer Dining,357 Delivery Reviews,Sweet Shop ,Mithai,400,yes,no,yes,no,,4.6
Amarlal Sweet Caters,https://www.zomato.com/jaipur/amarlal-sweet-caters-bani-park,Bani Park,14 Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,300,yes,no,no,yes,3.3,
Amarsariya,https://www.zomato.com/jaipur/amarsariya-mansarovar,Mansarovar,35 Dining Reviews,685 Delivery Reviews,Casual Dining ,North Indian,600,no,no,yes,yes,3.2,3.8
Amarsariya,https://www.zomato.com/jaipur/amarsariya-lal-kothi,Lal Kothi,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,500,no,no,yes,yes,,
Amazing Arena Sports & Lounge,https://www.zomato.com/jaipur/amazing-arena-sports-lounge-malviya-nagar,Malviya Nagar,79 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"Cafe, Fast Food",500,yes,no,yes,yes,3.6,
Ambarsariya,https://www.zomato.com/jaipur/ambarsariya-shyam-nagar,Shyam Nagar,37 Dining Reviews,31 Delivery Reviews,Quick Bites ,North Indian,300,no,no,yes,yes,3.8,3.9
Ambarsariya Da Dhaba,https://www.zomato.com/jaipur/ambarsariya-da-dhaba-tonk-road,Sitapur,17 Dining Reviews,153 Delivery Reviews,Quick Bites ,North Indian,350,yes,no,yes,yes,3.4,3.5
Amber Bhojanalay,https://www.zomato.com/jaipur/amber-bhojanalay-jhotwara,Jhotwara,25 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Rajasthani, North Indian",300,yes,no,yes,yes,3.3,
Ambiance,https://www.zomato.com/jaipur/ambiance-shastri-nagar,Shastri Nagar,9 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Italian, Fast Food",850,no,no,yes,yes,3,
Ambika Baker's & Confectioners,https://www.zomato.com/jaipur/ambika-bakers-confectioners-jawahar-nagar,Jawahar Nagar,Not enough Dining Reviews,Does not offer Delivery,Bakery ,"Bakery, Fast Food, Desserts",300,no,no,no,yes,,
Ambika Caters,https://www.zomato.com/jaipur/ambika-caters-tonk-road,Pratap Nagar,Does not offer Dining,835 Delivery Reviews,,"North Indian, Fast Food, Street Food",200,no,no,yes,no,,2.7
Ambli Restaurent,https://www.zomato.com/jaipur/ambli-restaurent-sikar-road,Sikar Road,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese, Beverages",500,yes,no,yes,yes,,
Amer Haveli Restaurant & Bar,https://www.zomato.com/jaipur/amer-haveli-restaurant-bar-amer,Amer,18 Dining Reviews,50 Delivery Reviews,"Casual Dining, Bar ","North Indian, Finger Food","1,500",no,yes,yes,yes,3.5,2.8
American Grill,https://www.zomato.com/jaipur/american-grill-adarsh-nagar,Adarsh Nagar,36 Dining Reviews,Does not offer Delivery,Food Court ,Fast Food,500,no,no,no,yes,2.9,
Amigos Bar,https://www.zomato.com/jaipur/amigos-bar-mi-road,MI Road,26 Dining Reviews,Does not offer Delivery,Bar ,"Mexican, Finger Food","1,300",no,yes,no,yes,2.3,
Amit Juice Center,https://www.zomato.com/jaipur/amit-juice-center-tonk-road,Tonk Phatak,15 Dining Reviews,Does not offer Delivery,Beverage Shop ,Beverages,150,no,no,no,yes,3.4,
Amrit Ras Juice Parlour,https://www.zomato.com/jaipur/amrit-ras-juice-parlour-tonk-road,Durgapura,Not enough Dining Reviews,Does not offer Delivery,Kiosk ,Beverages,100,yes,no,no,yes,,
AmritDhaam,https://www.zomato.com/jaipur/amritdhaam-chitrakoot,Chitrakoot,Does not offer Dining,43 Delivery Reviews,,North Indian,200,yes,no,yes,no,,3.7
Amritsar House,https://www.zomato.com/jaipur/amritsar-house-malviya-nagar,Malviya Nagar,508 Dining Reviews,"1,121 Delivery Reviews",Casual Dining ,"North Indian, Chinese, Mughlai, Fast Food, Biryani","1,300",no,yes,yes,yes,4.1,4
Amritsar Junction,https://www.zomato.com/jaipur/amritsar-junction-tonk-road,Tonk Road,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Chinese, North Indian, Beverages",500,no,no,yes,yes,,
Amritsari Chhole Kulche,https://www.zomato.com/jaipur/amritsari-chhole-kulche-raja-park,Raja Park,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Street Food, North Indian, Beverages",200,no,no,no,yes,,
Amritsari Junction,https://www.zomato.com/jaipur/amritsari-junction-jawahar-nagar,Jawahar Nagar,Does not offer Dining,37 Delivery Reviews,,North Indian,600,no,no,yes,no,,3.9
Amritsari Kulche,https://www.zomato.com/jaipur/amritsari-kulche-raja-park,Raja Park,423 Dining Reviews,Does not offer Delivery,Quick Bites ,Street Food,200,yes,no,no,yes,4.1,
Amul,https://www.zomato.com/jaipur/amul-ajmer-highway,Ajmer Highway,Does not offer Dining,Not enough Delivery Reviews,Dessert Parlor ,"Ice Cream, Beverages",300,no,no,yes,no,,
Anand Bakers & Confectionery,https://www.zomato.com/jaipur/anand-bakers-confectionery-shastri-nagar,Shastri Nagar,Does not offer Dining,Not enough Delivery Reviews,Bakery ,"Bakery, Desserts, Fast Food",250,no,no,yes,no,,
Anand Food Products,https://www.zomato.com/jaipur/anand-food-products-ajmer-highway,Ajmer Highway,Not enough Dining Reviews,Not enough Delivery Reviews,Sweet Shop ,Mithai,100,no,no,yes,yes,,
Anand Ice-Cream Parlor,https://www.zomato.com/jaipur/anand-ice-cream-parlor-mi-road,MI Road,12 Dining Reviews,Does not offer Delivery,Dessert Parlor ,"Ice Cream, Desserts, Beverages",350,yes,no,no,yes,3,
Anand Misthan Bhandar,https://www.zomato.com/jaipur/anand-misthan-bhandar-tonk-road,Tonk Road,Does not offer Dining,"1,109 Delivery Reviews","Sweet Shop, Quick Bites ","Mithai, Street Food",500,yes,no,yes,no,,4.2
Anandam Foods,https://www.zomato.com/jaipur/anandam-foods-pink-city,Pink City,Does not offer Dining,Not enough Delivery Reviews,Sweet Shop ,"Mithai, Street Food",150,no,no,yes,no,,
Anandji Sweets,https://www.zomato.com/jaipur/anandji-sweets-malviya-nagar,Malviya Nagar,Does not offer Dining,"2,734 Delivery Reviews",Sweet Shop ,"Mithai, Street Food",250,no,no,yes,no,,4.1
Anand's Kitchen,https://www.zomato.com/jaipur/anands-kitchen-mansarovar,Mansarovar,9 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,300,no,no,yes,yes,3.6,
Anarkali Food Truck,https://www.zomato.com/jaipur/anarkali-food-truck-tonk-road,Pratap Nagar,8 Dining Reviews,41 Delivery Reviews,Food Truck ,"North Indian, Chinese",200,no,no,yes,yes,3.2,3.5
Anarkali Food Truck,https://www.zomato.com/jaipur/anarkali-food-truck-1-tonk-road,Sitapur,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, North Indian",200,no,no,no,yes,,
Anas Kulfi - Coffee Center,https://www.zomato.com/jaipur/anas-kulfi-coffee-center-pink-city,Pink City,Not enough Dining Reviews,Not enough Delivery Reviews,Beverage Shop ,"Beverages, Desserts, Ice Cream",200,no,no,yes,yes,,
Anaye Bakers And Confectionery,https://www.zomato.com/jaipur/anaye-bakers-and-confectionery-tonk-road,Tonk Road,8 Dining Reviews,Not enough Delivery Reviews,"Bakery, Dessert Parlor ","Bakery, Ice Cream, Fast Food",100,no,no,yes,yes,3.7,
Anda Adda,https://www.zomato.com/jaipur/anda-adda-jagatpura,Jagatpura,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Juices",300,no,no,no,yes,,
Andewalaz,https://www.zomato.com/jaipur/andewalaz-adarsh-nagar,Adarsh Nagar,44 Dining Reviews,"1,087 Delivery Reviews",Food Court ,Fast Food,300,no,no,yes,yes,2.8,3.7
Andewalaz,https://www.zomato.com/jaipur/andewalaz-1-tonk-road,Gopalpura,129 Dining Reviews,"3,485 Delivery Reviews",Quick Bites ,Fast Food,300,no,no,yes,yes,3.7,3.6
Andhra Kitchen,https://www.zomato.com/jaipur/andhra-kitchen-jagatpura,Jagatpura,12 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"South Indian, Andhra, Biryani",500,no,no,yes,yes,3.7,
Andhra Vilas - South Indian Foods,https://www.zomato.com/jaipur/andhra-vilas-south-indian-foods-tonk-road,Pratap Nagar,33 Dining Reviews,254 Delivery Reviews,Quick Bites ,"South Indian, Andhra",350,no,no,yes,yes,3.6,4.5
Andhra Vilas Biryani,https://www.zomato.com/jaipur/andhra-vilas-biryani-tonk-road,Sitapur,Does not offer Dining,21 Delivery Reviews,,Biryani,400,no,no,yes,no,,3.9
Angel Bakers And Fast Food,https://www.zomato.com/jaipur/angel-bakers-and-fast-food-sodala,Sodala,Does not offer Dining,Not enough Delivery Reviews,Bakery ,"Bakery, Fast Food",300,no,no,yes,no,,
Angel Resort,https://www.zomato.com/jaipur/angel-resort-sikar-road,Sikar Road,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,450,no,no,no,yes,,
Anjum - Fairmont Jaipur,https://www.zomato.com/jaipur/anjum-fairmont-jaipur-kukas,Kukas,34 Dining Reviews,Does not offer Delivery,CAFÉ ,Cafe,"1,500",no,yes,no,yes,3.7,
Ankurit Kachhori Wala,https://www.zomato.com/jaipur/ankurit-kachhori-wala-c-scheme,C Scheme,29 Dining Reviews,Does not offer Delivery,,Street Food,100,yes,no,no,yes,3.7,
Anna Ji,https://www.zomato.com/jaipur/anna-ji-tonk-road,Gopalpura,4 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"South Indian, Fast Food",300,yes,no,yes,yes,2.8,
Anna Madarasi,https://www.zomato.com/jaipur/anna-madarasi-jagatpura,Jagatpura,21 Dining Reviews,93 Delivery Reviews,Quick Bites ,South Indian,300,no,no,yes,yes,3.3,3.3
Annapurna Pavitra Bhojnalya,https://www.zomato.com/jaipur/annapurna-pavitra-bhojnalya-mansarovar,Mansarovar,38 Dining Reviews,284 Delivery Reviews,Quick Bites ,"North Indian, Rajasthani",300,yes,no,yes,yes,3.4,3.9
Annapurna Sweets,https://www.zomato.com/jaipur/annapurna-sweets-vidhyadhar-nagar,Vidhyadhar Nagar,138 Dining Reviews,Does not offer Delivery,"Sweet Shop, Quick Bites ","Mithai, Street Food, South Indian",100,yes,no,no,yes,3.8,
Annapurna Sweets,https://www.zomato.com/jaipur/annapurna-sweets-vaishali-nagar,Vaishali Nagar,4 Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,100,yes,no,no,yes,2.9,
Annapurna Thali,https://www.zomato.com/jaipur/annapurna-thali-tonk-road,Tonk Road,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,Rajasthani,250,yes,no,no,yes,,
Annapurna Thali House,https://www.zomato.com/jaipur/annapurna-thali-house-malviya-nagar,Malviya Nagar,19 Dining Reviews,99 Delivery Reviews,Casual Dining ,"North Indian, Fast Food",500,no,no,yes,yes,2.8,3.5
Annaratnam,https://www.zomato.com/jaipur/annaratnam-sodala,Sodala,Does not offer Dining,121 Delivery Reviews,,North Indian,200,no,no,yes,no,,3.7
Annpurna Pavitra Bhojnalaya,https://www.zomato.com/jaipur/annpurna-pavitra-bhojnalaya-amer-road,Agra Road,9 Dining Reviews,385 Delivery Reviews,Quick Bites ,"Rajasthani, North Indian",300,yes,no,yes,yes,2.6,3.7
Annpurna Tiffin House,https://www.zomato.com/jaipur/annpurna-tiffin-house-vaishali-nagar,Vaishali Nagar,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Rajasthani",150,no,no,yes,no,,
Annu Bhai M.B.B.S. South Indian Restaurant,https://www.zomato.com/jaipur/annu-bhai-m-b-b-s-south-indian-restaurant-raja-park,Raja Park,18 Dining Reviews,Does not offer Delivery,Quick Bites ,"South Indian, Chinese, Ice Cream",350,yes,no,no,yes,3,
Annu Mobile Paan Bhandaar,https://www.zomato.com/jaipur/annu-mobile-paan-bhandaar-mansarovar,Mansarovar,178 Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, South Indian, Paan, Ice Cream",350,yes,no,no,yes,4,
Annu Mobile Paan Bhandar,https://www.zomato.com/jaipur/annu-mobile-paan-bhandar-raja-park,Raja Park,178 Dining Reviews,Does not offer Delivery,Paan Shop ,Paan,100,no,no,no,yes,,
Anokhi Cafe,https://www.zomato.com/jaipur/anokhi-cafe-c-scheme,C Scheme,684 Dining Reviews,Does not offer Delivery,"Beverage Shop, Bakery ","Beverages, Bakery",550,no,no,no,yes,4.5,
Anokhi Mess & Cafe,https://www.zomato.com/jaipur/anokhi-mess-cafe-tonk-road,Sanganer,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Street Food",100,yes,no,no,yes,,
Anokhi Veg Restaurant,https://www.zomato.com/jaipur/anokhi-veg-restaurant-tonk-road,Sanganer,36 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese",450,yes,no,yes,yes,3.1,
Anokhi Veg Restaurant,https://www.zomato.com/jaipur/anokhi-veg-restaurant-1-tonk-road,Sanganer,36 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Continental, Chinese, South Indian, Juices, Beverages",500,no,no,yes,yes,,
Anshika Restaurant,https://www.zomato.com/jaipur/anshika-restaurant-malviya-nagar,Malviya Nagar,9 Dining Reviews,71 Delivery Reviews,Quick Bites ,North Indian,200,yes,no,yes,yes,3.2,3.9
Antique Caterers,https://www.zomato.com/jaipur/antique-caterers-1-mansarovar,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,,North Indian,300,no,no,yes,no,,
Anupam Chaat Corner,https://www.zomato.com/jaipur/anupam-chaat-corner-1-malviya-nagar,Malviya Nagar,Does not offer Dining,274 Delivery Reviews,,"North Indian, Chinese, Fast Food",300,yes,no,yes,no,,3.9
Anuraag Villa Restaurant,https://www.zomato.com/jaipur/anuraag-villa-restaurant-bani-park,Bani Park,17 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Fast Food, Chinese, Healthy Food, Beverages",600,no,no,no,yes,3,
Anurag Bakery,https://www.zomato.com/jaipur/anurag-bakery-pink-city,Pink City,Does not offer Dining,246 Delivery Reviews,"Bakery, Quick Bites ","Bakery, Fast Food, Beverages",250,no,no,yes,no,,4.1
Anu's Kitchen,https://www.zomato.com/jaipur/anus-kitchen-mansarovar,Mansarovar,Does not offer Dining,"2,982 Delivery Reviews",,"North Indian, Chinese, Rolls, Biryani",500,no,no,yes,no,,3.1
Any Time Coffee,https://www.zomato.com/jaipur/any-time-coffee-malviya-nagar,Malviya Nagar,4 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,Cafe,400,yes,no,yes,yes,3.1,
Any Time Coffee,https://www.zomato.com/jaipur/any-time-coffee-mansarovar,Mansarovar,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Beverages",400,yes,no,yes,yes,,
A-One Pavitra Bhojnalaya,https://www.zomato.com/jaipur/a-one-pavitra-bhojnalaya-mi-road,MI Road,154 Dining Reviews,"1,644 Delivery Reviews",Quick Bites ,North Indian,300,yes,no,yes,yes,3.5,3.6
Apna Adda Cafe And Restro,https://www.zomato.com/jaipur/apna-adda-cafe-and-restro-tonk-road,Pratap Nagar,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,300,yes,no,yes,yes,,
Apna Cafe,https://www.zomato.com/jaipur/apna-cafe-jhotwara,Jhotwara,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Beverages",300,no,no,no,yes,,
Apna Falafal,https://www.zomato.com/jaipur/apna-falafal-c-scheme,C Scheme,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Arabian, Salad",450,yes,no,no,yes,,
Apna Food Junction,https://www.zomato.com/jaipur/apna-food-junction-vidhyadhar-nagar,Vidhyadhar Nagar,31 Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, Fast Food, Chinese, Beverages",500,no,no,no,yes,3.5,
Apna Juice Center,https://www.zomato.com/jaipur/apna-juice-center-mansarovar,Mansarovar,Not enough Dining Reviews,Does not offer Delivery,Beverage Shop ,Beverages,200,no,no,no,yes,,
Apna Khaana,https://www.zomato.com/jaipur/apna-khaana-jagatpura,Jagatpura,Does not offer Dining,Not enough Delivery Reviews,,North Indian,300,no,no,yes,no,,
Apna Swaad Restaurant & Garden,https://www.zomato.com/jaipur/apna-swaad-restaurant-garden-khatipura-road,Khatipura Road,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,250,no,no,yes,yes,,
Apna Tiffin Centre,https://www.zomato.com/jaipur/apna-tiffin-centre-civil-lines,Civil Lines,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Rajasthani",300,yes,no,yes,yes,,
Apni Bombay Chowpatty,https://www.zomato.com/jaipur/apni-bombay-chowpatty-jawahar-nagar,Jawahar Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,Street Food,150,yes,no,no,yes,,
Apni Rasoi,https://www.zomato.com/jaipur/apni-rasoi-amer-road,Amer Road,Does not offer Dining,Not enough Delivery Reviews,,North Indian,200,no,no,yes,no,,
Apni Rasoi Dhaba,https://www.zomato.com/jaipur/apni-rasoi-dhaba-malviya-nagar,Malviya Nagar,6 Dining Reviews,84 Delivery Reviews,Quick Bites ,"North Indian, Street Food",200,yes,no,yes,yes,3.3,3.3
Apno Juice Corner,https://www.zomato.com/jaipur/apno-juice-corner-shyam-nagar,Shyam Nagar,Not enough Dining Reviews,Does not offer Delivery,Beverage Shop ,"Juices, Beverages",100,no,no,no,yes,,
Apple Inn Restaurant,https://www.zomato.com/jaipur/apple-inn-restaurant-chitrakoot,Chitrakoot,28 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese, South Indian, Fast Food",800,no,no,yes,yes,2.6,
Apple Pie Cafe & Shakes,https://www.zomato.com/jaipur/apple-pie-cafe-shakes-malviya-nagar,Malviya Nagar,25 Dining Reviews,193 Delivery Reviews,"Beverage Shop, Quick Bites ","Beverages, Fast Food",200,yes,no,yes,yes,3.3,3.1
Apsara Ice Creams,https://www.zomato.com/jaipur/apsara-ice-creams-c-scheme,C Scheme,233 Dining Reviews,962 Delivery Reviews,Dessert Parlor ,"Ice Cream, Desserts",200,yes,no,yes,yes,4.2,4.4
Aqsa Hotel,https://www.zomato.com/jaipur/aqsa-hotel-transport-nagar,Transport Nagar,233 Dining Reviews,962 Delivery Reviews,Quick Bites ,North Indian,500,no,no,yes,yes,,
Aqueens Restaurant,https://www.zomato.com/jaipur/aqueens-restaurant-jagatpura,Jagatpura,56 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,North Indian,500,no,no,yes,yes,3.7,
Araish,https://www.zomato.com/jaipur/araish-agra-road,Agra Road,Not enough Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Continental, Asian","1,400",no,no,no,yes,,
Arbab,https://www.zomato.com/jaipur/arbab-tonk-road,Durgapura,97 Dining Reviews,63 Delivery Reviews,"Casual Dining, Bar ","Fast Food, Italian, Continental, Chinese",800,no,yes,yes,yes,3.9,3
Area 11 Restro & Bar,https://www.zomato.com/jaipur/area-11-restro-bar-mansarovar,Mansarovar,116 Dining Reviews,124 Delivery Reviews,Lounge ,"Finger Food, North Indian",900,no,no,yes,yes,3.6,3.4
ARHAM,https://www.zomato.com/jaipur/arham-ajmer-highway,Ajmer Highway,195 Dining Reviews,775 Delivery Reviews,"Sweet Shop, Casual Dining ","Mithai, North Indian, Chinese, South Indian, Continental",500,yes,no,yes,yes,4,4.2
Arihant Fruit Juice & Bakers,https://www.zomato.com/jaipur/arihant-fruit-juice-bakers-tonk-road,Tonk Phatak,Not enough Dining Reviews,Does not offer Delivery,Beverage Shop ,"Beverages, Bakery",100,no,no,no,yes,,
Arihant Tiffin And Mess Centre,https://www.zomato.com/jaipur/arihant-tiffin-and-mess-centre-mansarovar,Mansarovar,Does not offer Dining,479 Delivery Reviews,,North Indian,200,no,no,yes,no,,4.1
Arjun Da Dhaba,https://www.zomato.com/jaipur/arjun-da-dhaba-tonk-road,Sanganer,Not enough Dining Reviews,24 Delivery Reviews,Quick Bites ,North Indian,300,no,no,yes,yes,,3.7
